"","X","X0","moas"
"1585","AR-12","CHEMBL1650595","3-phosphoinositide dependent protein kinase-1 inhibitor"
"1586","LY2874455","CHEMBL3545264","Fibroblast growth factor receptor inhibitor"
"1587","LCL-161","CHEMBL2431768"," "
"1588","givinostat","CHEMBL1213492"," enzyme inhibitors: histone deacetylase inhibitors; vinca alkaloids"
"1589","CEP-32496","CHEMBL2029988","Serine/threonine-protein kinase B-raf inhibitor"
"1590","CEP-32496","CHEMBL2029988","Epidermal growth factor receptor erbB1 inhibitor"
"1591","CEP-32496","CHEMBL2029988","Tyrosine-protein kinase receptor RET inhibitor"
"1592","ambazone","CHEMBL2103762"," "
"1593","merimepodib","CHEMBL304087","Inosine-5'-monophosphate dehydrogenase 1 inhibitor"
"1594","merimepodib","CHEMBL304087","inosine monophosphate dehydrogenase inhibitors"
"1595","galeterone","CHEMBL2105738","Androgen Receptor antagonist"
"1596","galeterone","CHEMBL2105738","Cytochrome P450 17A1 inhibitor"
"1597","galeterone","CHEMBL2105738","antiandrogens"
"1598","xilobam","CHEMBL382769"," "
"1599","navarixin","CHEMBL216981","Interleukin-8 receptor B antagonist"
"1600","navarixin","CHEMBL216981","Interleukin-8 receptor A antagonist"
"1601","navarixin","CHEMBL216981","chemokine (C-X-C motif) receptor 2 (CXCR2) modulators"
"1602","TAS-103","CHEMBL488755"," "
"1603","buparlisib","CHEMBL2017974","PI3-kinase class I inhibitor"
"1604","buparlisib","CHEMBL2017974","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1605","MEK162","CHEMBL3187723","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor"
"1606","MEK162","CHEMBL3187723","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor"
"1607","MEK162","CHEMBL3187723","tyrosine kinase inhibitors: tyrosine kinase inhibitors; MEK (MAPK kinase) inhibitors"
"1608","GSK923295","CHEMBL4303470"," "
"1609","GSK1070916","CHEMBL1090479","Serine/threonine-protein kinase Aurora-B inhibitor"
"1610","GSK1070916","CHEMBL1090479","Serine/threonine-protein kinase Aurora-C inhibitor"
"1611","pyroxamide","CHEMBL353581"," "
"1612","ercalcitriol","CHEMBL4303615"," vitamin D analogs"
"1613","XBD173","CHEMBL513922","Translocator protein agonist"
"1614","XBD173","CHEMBL513922","mitochondrial benzodiazepine receptor (MBR) selective"
"1615","XBD173","CHEMBL513922","partial"
"1616","XBD173","CHEMBL513922","or inverse agonists (purine derivatives)"
"1617","PD-407824","CHEMBL214253"," "
"1618","BI-78D3","CHEMBL508280"," "
"1619","CEP-33779","CHEMBL2062804"," "
"1620","fenaclon","CHEMBL2106620"," "
"1621","PHA-680632","CHEMBL363160"," "
"1622","deforolimus","CHEMBL2103839","Serine/threonine-protein kinase mTOR inhibitor"
"1623","deforolimus","CHEMBL2103839","immunosuppressives"
"1624","ZSTK-474","CHEMBL586702","PI3-kinase class I inhibitor"
"1625","nemorubicin","CHEMBL1232279"," antineoplastic antibiotics (daunorubicin type)"
"1626","CP-945,598","CHEMBL562668","Cannabinoid CB1 receptor antagonist"
"1627","CP-945,598","CHEMBL562668","cannabinol derivatives: CB (e.g."
"1628","CP-945,598","CHEMBL562668","CB"
"1629","CP-945,598","CHEMBL562668","CB2"
"1630","CP-945,598","CHEMBL562668","etc.) cannabinoid receptor antagonists"
"1631","SR-57227A","CHEMBL1256322"," "
"1632","AR-42","CHEMBL191482"," "
"1633","cebranopadol","CHEMBL2364605","Nociceptin receptor agonist"
"1634","cebranopadol","CHEMBL2364605","Opioid receptors; mu/kappa/delta agonist"
"1635","cebranopadol","CHEMBL2364605","analgesics (mixed opiate receptor agonists/antagonists)"
"1636","JTC-801","CHEMBL140979"," "
"1637","tideglusib","CHEMBL3545157","Glycogen synthase kinase-3 beta inhibitor"
"1638","cytochlor","CHEMBL4297275"," "
"1639","PCI-24781","CHEMBL2103863","Histone deacetylase inhibitor"
"1640","PCI-24781","CHEMBL2103863","enzyme inhibitors: histone deacetylase inhibitors"
"1641","xanomeline","CHEMBL21536","Muscarinic acetylcholine receptor M4 agonist"
"1642","xanomeline","CHEMBL21536","Muscarinic acetylcholine receptor M1 agonist"
"1643","xanomeline","CHEMBL21536","cholinergic agonists (arecoline derivatives used in treatment of Alzheimer's disease"
"1644","selinexor","CHEMBL3545185","Exportin-1 inhibitor"
"1645","selinexor","CHEMBL3545185","exportin 1 inhibitors"
"1646","CYT-997","CHEMBL552212","Tubulin inhibitor"
"1647","CYT-997","CHEMBL552212","antineoplastics (mitotic inhibitors; tubulin binders)"
"1648","KW-2449","CHEMBL1908397","Serine/threonine-protein kinase Aurora-A inhibitor"
"1649","KW-2449","CHEMBL1908397","Serine/threonine-protein kinase Aurora-B inhibitor"
"1650","KW-2449","CHEMBL1908397","Tyrosine-protein kinase receptor FLT3 inhibitor"
"1651","KW-2449","CHEMBL1908397","Tyrosine-protein kinase ABL inhibitor"
"1652","kenpaullone","CHEMBL296586"," "
"1653","SB-200646","CHEMBL85194"," "
"1654","NAN-190","CHEMBL8618"," "
"1655","spermidine","CHEMBL19612"," "
"1656","dianhydrogalactitol","CHEMBL3137322","DNA cross-linking agent"
"1657","carmustine","CHEMBL513","Glutathione reductase inhibitor"
"1658","carmustine","CHEMBL513","DNA inhibitor"
"1659","carmustine","CHEMBL513","RNA inhibitor"
"1660","carmustine","CHEMBL513","antineoplastics (chloroethylamine derivatives)"
"1661","cisplatin","CHEMBL11359","DNA inhibitor"
"1662","cisplatin","CHEMBL11359","antineoplastics (platinum derivatives)"
"1663","dichlorvos","CHEMBL167911"," "
"1664","sevoflurane","CHEMBL1200694","Glycine receptor (alpha-1/beta) positive modulator"
"1665","sevoflurane","CHEMBL1200694","GABA-A receptor; anion channel positive allosteric modulator"
"1666","sevoflurane","CHEMBL1200694","Potassium channel subfamily K member 10 opener"
"1667","sevoflurane","CHEMBL1200694","Potassium channel subfamily K member 18 opener"
"1668","sevoflurane","CHEMBL1200694","Potassium channel subfamily K member 3 opener"
"1669","sevoflurane","CHEMBL1200694","Potassium channel subfamily K member 9 opener"
"1670","sevoflurane","CHEMBL1200694","Potassium channel subfamily K member 2 opener"
"1671","sevoflurane","CHEMBL1200694","general inhalation anesthetics (halogenated alkane derivatives)"
"1672","ornithine","CHEMBL446143"," "
"1673","oxaliplatin","CHEMBL414804","DNA inhibitor"
"1674","oxaliplatin","CHEMBL414804","antineoplastics (platinum derivatives)"
"1675","foscarnet","CHEMBL666"," phosphoro-derivatives"
"1676","fluroxene","CHEMBL141446"," "
"1677","captamine","CHEMBL1395579"," aptamers"
"1678","captamine","CHEMBL1395579","classical and mirror"
"1679","novobiocin","CHEMBL36506"," "
"1680","acipimox","CHEMBL345714","Unknown"
"1681","methoxyflurane","CHEMBL1341","Glycine receptor (alpha-1/beta) agonist"
"1682","methoxyflurane","CHEMBL1341","GABA-A receptor; anion channel positive modulator"
"1683","methoxyflurane","CHEMBL1341","general inhalation anesthetics (halogenated alkane derivatives)"
"1684","carboplatin","CHEMBL1351","DNA inhibitor"
"1685","carboplatin","CHEMBL1351","antineoplastics (platinum derivatives)"
"1686","pheniramine","CHEMBL1193"," "
"1687","mexiletine","CHEMBL558"," "
"1688","linalool","CHEMBL25306"," "
"1689","chlormidazole","CHEMBL152649"," "
"1690","oxyphencyclimine","CHEMBL1495"," "
"1691","acetylcysteine","CHEMBL600","Glutathione precursor"
"1692","acetylcysteine","CHEMBL600","Mycolytic"
"1693","mechlorethamine","CHEMBL427"," "
"1694","cyclosporine","CHEMBL160","Cyclophilin A modulator"
"1695","elacridar","CHEMBL396298"," multidrug resistance inhibitors: acridine carboxamide derivatives"
"1696","bis(maltolato)oxovanadium(IV)","CHEMBL286447"," "
"1697","bafetinib","CHEMBL206834","Tyrosine-protein kinase ABL inhibitor"
"1698","bafetinib","CHEMBL206834","Tyrosine-protein kinase Lyn inhibitor"
"1699","bafetinib","CHEMBL206834","tyrosine kinase inhibitors"
"1700","enoximone","CHEMBL249856","Phosphodiesterase 3 inhibitor"
"1701","carboxyamidotriazole","CHEMBL95431"," "
"1702","cyclovalone","CHEMBL17205"," "
"1703","erdafitinib","CHEMBL3545376","Fibroblast growth factor receptor inhibitor"
"1704","erdafitinib","CHEMBL3545376","tyrosine kinase inhibitors"
"1705","cibenzoline","CHEMBL87045"," "
"1706","forodesine","CHEMBL218291"," "
"1707","chidamide","CHEMBL3621988"," enzyme inhibitors: histone deacetylase inhibitors"
"1708","brivaracetam","CHEMBL607400","Synaptic vesicle glycoprotein 2A modulator"
"1709","brivaracetam","CHEMBL607400","nootropic agents (learning"
"1710","brivaracetam","CHEMBL607400","cognitive enhancers)"
"1711","brivaracetam","CHEMBL607400","piracetam type"
"1712","bentazepam","CHEMBL1521495"," antianxiety agents (diazepam type)"
"1713","LY3023414","CHEMBL4297181","Serine/threonine-protein kinase mTOR inhibitor"
"1714","LY3023414","CHEMBL4297181","PI3-kinase class I inhibitor"
"1715","LY3023414","CHEMBL4297181","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1716","hexaminolevulinate","CHEMBL1201784"," "
"1717","GS-9973","CHEMBL3265032","Tyrosine-protein kinase SYK inhibitor"
"1718","GS-9973","CHEMBL3265032","tyrosine kinase inhibitors"
"1719","lorlatinib","CHEMBL3286830","ALK tyrosine kinase receptor inhibitor"
"1720","lorlatinib","CHEMBL3286830","EML4-ALK  inhibitor"
"1721","lorlatinib","CHEMBL3286830","tyrosine kinase inhibitors"
"1722","metyrapone","CHEMBL934"," "
"1723","idronoxil","CHEMBL1957038"," "
"1724","gilteritinib","CHEMBL3301622","Tyrosine-protein kinase receptor FLT3 inhibitor"
"1725","gilteritinib","CHEMBL3301622","Tyrosine-protein kinase receptor UFO inhibitor"
"1726","gilteritinib","CHEMBL3301622","tyrosine kinase inhibitors"
"1727","LY2606368","CHEMBL3544911","Serine/threonine-protein kinase Chk1 inhibitor"
"1728","LY2606368","CHEMBL3544911","Serine/threonine-protein kinase Chk2 inhibitor"
"1729","LY2606368","CHEMBL3544911","serine/threonine kinase inhibitors"
"1730","pentostatin","CHEMBL1580","Adenosine deaminase inhibitor"
"1731","pentostatin","CHEMBL1580","enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)"
"1732","topotecan","CHEMBL84"," antineoplastics (camptothecin derivatives)"
"1733","tofogliflozin","CHEMBL2105711","Sodium/glucose cotransporter 2 inhibitor"
"1734","tofogliflozin","CHEMBL2105711","phlorozin derivatives"
"1735","tofogliflozin","CHEMBL2105711","phenolic glycosides"
"1736","vindesine","CHEMBL219146"," "
"1737","pardoprunox","CHEMBL2103832","Dopamine receptors; D2 & D3 partial agonist"
"1738","pardoprunox","CHEMBL2103832","Serotonin 1a (5-HT1a) receptor agonist"
"1739","rubitecan","CHEMBL77305","DNA topoisomerase I inhibitor"
"1740","rubitecan","CHEMBL77305","antineoplastics (camptothecin derivatives)"
"1741","vinflunine","CHEMBL2110725","Tubulin inhibitor"
"1742","vinflunine","CHEMBL2110725","vinca alkaloids"
"1743","PI3K-IN-2","CHEMBL4084907"," phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1744","verubulin","CHEMBL492399","Tubulin disrupting agent"
"1745","verubulin","CHEMBL492399","antineoplastics (mitotic inhibitors; tubulin binders)"
"1746","VE-822","CHEMBL3989870","Serine-protein kinase ATR inhibitor"
"1747","VE-822","CHEMBL3989870","serine/threonine kinase inhibitors"
"1748","fenretinide","CHEMBL7301"," retinol derivatives"
"1749","vinblastine","CHEMBL159"," antihistaminics (histamine-H1 receptor antagonists); vinca alkaloids"
"1750","D-Serine","CHEMBL285123"," deuterated compounds"
"1751","Ro-9187","CHEMBL513181"," "
"1752","Ro-106-9920","CHEMBL271023"," "
"1753","tenovin-6","CHEMBL595354"," "
"1754","bardoxolone-methyl","CHEMBL1762621","Peroxisome proliferator-activated receptor gamma antagonist"
"1755","bardoxolone-methyl","CHEMBL1762621","Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor"
"1756","bardoxolone-methyl","CHEMBL1762621","Keap1/Nrf2 inhibitor"
"1757","bardoxolone-methyl","CHEMBL1762621","steroids (not prednisolone derivatives)"
"1758","gambogic-acid","CHEMBL555017"," "
"1759","estramustine-phosphate","CHEMBL1756"," estrogens; antineoplastics (chloroethylamine derivatives)"
"1760","flufenamic-acid","CHEMBL23588"," anti-inflammatory agents (anthranilic acid derivatives) and their salts or esters"
"1761","isoflupredone-acetate","CHEMBL1608183"," prednisone and prednisolone derivatives"
"1762","oxonic-acid","CHEMBL181932"," uracil type antineoplastics"
"1763","caffeic-acid","CHEMBL145"," "
"1764","estradiol-benzoate","CHEMBL282575"," estrogens"
"1765","lanatoside-c","CHEMBL506569","Sodium/potassium-transporting ATPase inhibitor"
"1766","cyclosporin-a","CHEMBL160","Cyclophilin A modulator"
"1767","oseltamivir-phosphate","CHEMBL1200340","Neuraminidase inhibitor"
"1768","oseltamivir-phosphate","CHEMBL1200340","antivirals: neuraminidase inhibitors"
"1769","fludarabine-phosphate","CHEMBL1096882","Ribonucleoside-diphosphate reductase RR1 inhibitor"
"1770","fludarabine-phosphate","CHEMBL1096882","DNA polymerase (alpha/delta/epsilon) inhibitor"
"1771","fludarabine-phosphate","CHEMBL1096882","antineoplastics (arabinofuranosyl derivatives)"
"1772","deoxycorticosterone-acetate","CHEMBL1200542","Mineralocorticoid receptor agonist"
"1773","deoxycorticosterone-acetate","CHEMBL1200542","cortisone derivatives; steroids (androgens"
"1774","deoxycorticosterone-acetate","CHEMBL1200542","anabolics); antiandrogens"
"1775","estradiol-cypionate","CHEMBL1200973","Estrogen receptor alpha agonist"
"1776","estradiol-cypionate","CHEMBL1200973","estrogens"
"1777","clobetasol-propionate","CHEMBL1159650","Glucocorticoid receptor agonist"
"1778","buthionine-sulfoximine","CHEMBL1609891"," "
"1779","prednisolone-acetate","CHEMBL1152","Glucocorticoid receptor agonist"
"1780","prednisolone-acetate","CHEMBL1152","steroids (not prednisolone derivatives); prednisone and prednisolone derivatives"
"1781","abiraterone-acetate","CHEMBL271227","Cytochrome P450 17A1 inhibitor"
"1782","abiraterone-acetate","CHEMBL271227","antiandrogens"
"1783","beclomethasone-dipropionate","CHEMBL1200500","Glucocorticoid receptor agonist"
"1784","ethinyl-estradiol","CHEMBL691","Estrogen receptor alpha agonist"
"1785","ethinyl-estradiol","CHEMBL691","estrogens"
"1786","dexamethasone-acetate","CHEMBL1651"," "
"1787","triamcinolone-acetonide","CHEMBL1504","Glucocorticoid receptor agonist"
"1788","triamcinolone-acetonide","CHEMBL1504","steroids (not prednisolone derivatives); topical steroids (acetal derivatives)"
"1789","fluticasone-propionate","CHEMBL1473","Glucocorticoid receptor agonist"
"1790","nomegestrol-acetate","CHEMBL1476022","Progesterone receptor agonist"
"1791","nomegestrol-acetate","CHEMBL1476022","estrogens; progestins"
"1792","adefovir-dipivoxil","CHEMBL922","DNA polymerase/reverse transcriptase inhibitor"
"1793","adefovir-dipivoxil","CHEMBL922","antivirals"
"1794","cyproterone-acetate","CHEMBL139835","Androgen Receptor antagonist"
"1795","cyproterone-acetate","CHEMBL139835","Glucocorticoid receptor antagonist"
"1796","cyproterone-acetate","CHEMBL139835","Progesterone receptor agonist"
"1797","cyproterone-acetate","CHEMBL139835","antiandrogens"
"1798","mycophenolate-mofetil","CHEMBL1456","Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor"
"1799","chloramphenicol-palmitate","CHEMBL1506","Bacterial 70S ribosome inhibitor"
"1800","prednisolone-tebutate","CHEMBL1200909","Glucocorticoid receptor agonist"
"1801","prednisolone-tebutate","CHEMBL1200909","steroids (not prednisolone derivatives); prednisone and prednisolone derivatives"
"1802","proscillaridin-a","CHEMBL600325"," "
"1803","mycophenolic-acid","CHEMBL866","Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor"
"1804","etofylline-clofibrate","CHEMBL1318939"," antihyperlipidemics (clofibrate type)"
"1805","isometheptene-mucate","CHEMBL2355839"," "
"1806","clocortolone-pivalate","CHEMBL1200975","Glucocorticoid receptor agonist"
"1807","clocortolone-pivalate","CHEMBL1200975","cortisone derivatives; steroids (not prednisolone derivatives)"
"1808","telotristat-ethyl","CHEMBL2105695","Tryptophan 5-hydroxylase inhibitor"
"1809","telotristat-ethyl","CHEMBL2105695","enzyme inhibitors: tryptophan hydroxylase inhibitors"
"1810","epothilone-d","CHEMBL96172","Tubulin stabiliser"
"1811","tanshinone-i","CHEMBL363535"," "
"1812","exatecan-mesylate","CHEMBL3989759"," antineoplastics (camptothecin derivatives)"
"1813","epothilone-b","CHEMBL94657","Tubulin stabiliser"
"1814","brilliant-green","CHEMBL1181633"," "
"1815","norethindrone-acetate","CHEMBL1201146","Progesterone receptor agonist"
"1816","butylscopolamine-bromide","CHEMBL1256901"," "
"1817","bephenium-hydroxynaphthoate","CHEMBL1673148","Unknown"
"1818","bephenium-hydroxynaphthoate","CHEMBL1673148","quaternary ammonium derivatives"
"1819","betamethasone-dipropionate","CHEMBL1200384","Glucocorticoid receptor agonist"
"1820","cefditoren-pivoxil","CHEMBL454446","Bacterial penicillin-binding protein inhibitor"
"1821","cefditoren-pivoxil","CHEMBL454446","cephalosporins"
"1822","fluocinolone-acetonide","CHEMBL989","Glucocorticoid receptor agonist"
"1823","fluocinolone-acetonide","CHEMBL989","steroids (not prednisolone derivatives); topical steroids (acetal derivatives)"
"1824","chlorogenic-acid","CHEMBL284616"," "
"1825","palmatine-chloride","CHEMBL274189"," "
"1826","prednisolone-hemisuccinate","CHEMBL485659"," steroids (not prednisolone derivatives); prednisone and prednisolone derivatives"
"1827","melengestrol-acetate","CHEMBL1328968"," estrogens; progestins"
"1828","halobetasol-propionate","CHEMBL1200908","Glucocorticoid receptor agonist"
"1829","ingenol-mebutate","CHEMBL1863513","Unknown"
"1830","colfosceril-palmitate","CHEMBL1200737","Lung surfactant"
"1831","colfosceril-palmitate","CHEMBL1200737","phosphoro-derivatives"
"1832","epothilone-a","CHEMBL329993"," "
"1833","bisindolylmaleimide-ix","CHEMBL6291"," "
"1834","salvinorin-a","CHEMBL445332"," anti-inflammatory agents (salicylic acid derivatives); vinca alkaloids"
"1835","crystal-violet","CHEMBL64894","DNA inhibitor"
"1836","cytochalasin-b","CHEMBL411729"," "
"1837","clindamycin-phosphate","CHEMBL3184512","Bacterial 70S ribosome inhibitor"
"1838","clindamycin-phosphate","CHEMBL3184512","antibiotics (Streptomyces strain)"
"1839","acesulfame-potassium","CHEMBL1351474"," "
"1840","tyrphostin-A9","CHEMBL78150"," "
"1841","ethacridine-lactate-monohydrate","CHEMBL2355915"," "
"1842","nexturastat-a","CHEMBL2179618"," "
"1843","ginkgolide-a","CHEMBL465161"," "
"1844","tyrphostin-AG-494","CHEMBL1255754"," "
"1845","oligomycin-a","CHEMBL1256136"," "
"1846","dichlorisone-acetate","CHEMBL1385514"," "
"1847","betulinic-acid","CHEMBL269277"," "
"1848","proflavine-hemisulfate","CHEMBL465704"," "
"1849","uric-acid","CHEMBL792"," "
"1850","orotic-acid","CHEMBL1235017"," "
"1851","ixazomib-citrate","CHEMBL3545432","26S proteosome inhibitor"
"1852","ixazomib-citrate","CHEMBL3545432","proteozome inhibitors"
"1853","hyodeoxycholic-acid","CHEMBL272621","LXR-beta agonist"
"1854","hyodeoxycholic-acid","CHEMBL272621","LXR-alpha agonist"
"1855","flumethasone-pivalate","CHEMBL1200877","Glucocorticoid receptor agonist"
"1856","brefeldin-a","CHEMBL19980"," "
"1857","caffeic-acid-phenethyl-ester","CHEMBL319244"," "
"1858","golgicide-a","CHEMBL1256685"," "
"1859","ammonium-lactate","CHEMBL1200747","Unknown"
"1860","ammonium-lactate","CHEMBL1200747","quaternary ammonium derivatives; quaternary ammonium derivatives"
"1861","pyrithione-zinc","CHEMBL1200471"," "
"1862","phenylmercuric-acetate","CHEMBL1333953"," "
"1863","sodium-stibogluconate","CHEMBL2079699"," "
"1864","isopropyl-myristate","CHEMBL207602"," enzyme inhibitors"
"1865","beta-lapachone","CHEMBL15192"," "
"1866","etoposide-phosphate","CHEMBL1200645","DNA topoisomerase II alpha inhibitor"
"1867","salvianolic-acid-B","CHEMBL541265"," "
"1868","tedizolid-phosphate","CHEMBL2105669","Bacterial 70S ribosome inhibitor"
"1869","tedizolid-phosphate","CHEMBL2105669","oxazolidinone antibacterials"
"1870","3-amino-benzamide","CHEMBL81977"," "
"1871","9-aminoacridine","CHEMBL43184"," acridine derivatives"
"1872","5-fluorouracil","CHEMBL185","Thymidylate synthase inhibitor"
"1873","5-fluorouracil","CHEMBL185","DNA inhibitor"
"1874","5-fluorouracil","CHEMBL185","RNA inhibitor"
"1875","5-fluorouracil","CHEMBL185","uracil type antineoplastics; uracil derivatives used as thyroid antagonists and as antineoplastics"
"1876","se-methylselenocysteine","CHEMBL62382"," "
"1877","skepinone-l","CHEMBL2152944"," "
"1878","oncrasin-1","CHEMBL1775048"," "
"1879","1-phenylbiguanide","CHEMBL13791"," "
