"","name","moas_curated","target"
"1351","GDC-0980","PI3K inhibitor","FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK"
"1352","GSK2126458","PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1353","LY3023414","PI3K inhibitor","MTOR"
"1354","LY303511","PI3K inhibitor","BRD2, BRD3, BRD4"
"1355","NVP-BEZ235","PI3K inhibitor","ATR, MTOR, PIK3CA, PIK3CD, PIK3CG"
"1356","PF-04691502","PI3K inhibitor","MTOR, PIK3CA"
"1357","PF-05212384","PI3K inhibitor","MTOR, PIK3CA"
"1358","PI-103","PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC"
"1359","PI-828","PI3K inhibitor",NA
"1360","PI3K-IN-2","PI3K inhibitor",NA
"1361","PIK-75","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC"
"1362","PKI-179","PI3K inhibitor","MTOR"
"1363","SB-2343","PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1364","STA-5326","PI3K inhibitor","IL12A"
"1365","TG-100713","PI3K inhibitor",NA
"1366","TG100-115","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1367","YM-201636","PI3K inhibitor",NA
"1368","ZSTK-474","PI3K inhibitor","PIK3CB, PIK3CD, PIK3CG"
"1369","alpelisib","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1370","buparlisib","PI3K inhibitor","PIK3CA, PIK3CG"
"1371","idelalisib","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1372","pilaralisib","PI3K inhibitor",NA
"1373","taselisib","PI3K inhibitor","PIK3CA"
"1374","voxtalisib","PI3K inhibitor","MTOR, PIK3CA"
"1375","GDC-0349","PIM kinase inhibitor","PIK3CA"
"1376","SGI-1776","PIM kinase inhibitor","FLT3, PIM1, PIM2, PIM3"
"1377","SMI-4a","PIM kinase inhibitor","PIM1"
"1378","8-bromo-cGMP","PKA activator","PRKG1"
"1379","12-O-tetradecanoylphorbol-13-acetate","PKC inhibitor","KCNT2, TRPV4"
"1380","7-hydroxystaurosporine","PKC inhibitor","CHEK1, MARK3, PDPK1"
"1381","PD-407824","PKC inhibitor","WEE1"
"1382","bisindolylmaleimide-ix","PKC inhibitor","AKT1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT1"
"1383","dequalinium","PKC inhibitor","KCNN1, KCNN3"
"1384","ingenol-mebutate","PKC inhibitor","PRKCA, PRKCB, PRKCD, PRKCE, PRKCG"
"1385","midostaurin","PKC inhibitor","FLT3, PRKCG"
"1386","GW-501516","PPAR receptor agonist","PPARA, PPARD"
"1387","S26948","PPAR receptor agonist","PPARG"
"1388","ciprofibrate","PPAR receptor agonist","PPARA"
"1389","clofibrate","PPAR receptor agonist","LPL, PPARA"
"1390","fenofibrate","PPAR receptor agonist","MMP25, PPARA"
"1391","oleoylethanolamide","PPAR receptor agonist","CNR1, GPR119, GPR55, PPARA"
"1392","pterostilbene","PPAR receptor agonist","PTGS2"
"1393","amoxicillin","Penicillin binding protein inhibitor","CYP2C19, SLC15A1, SLC15A2, SLC22A6"
"1394","bardoxolone-methyl","Peroxisome proliferator-activated receptor gamma antagonist","PPARG, STAT3"
"1395","menadione","Phosphatase inhibitor","AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1"
"1396","sevelamer","Phosphate antagonist",NA
"1397","alexidine","Phosphatidylglycerophosphatase inhibitor","PTPMT1"
"1398","EMD-53998","Phosphodiesterase inhibitor","TNNC1"
"1399","GSK256066","Phosphodiesterase inhibitor","PDE4A"
"1400","YM-976","Phosphodiesterase inhibitor","PDE4A"
"1401","anagrelide","Phosphodiesterase inhibitor","PDE3A"
"1402","avanafil","Phosphodiesterase inhibitor","PDE5A"
"1403","cilostamide","Phosphodiesterase inhibitor","PDE3A, PDE3B"
"1404","enoximone","Phosphodiesterase inhibitor","PDE3A"
"1405","papaverine","Phosphodiesterase inhibitor","PDE10A, PDE4B, PDE5A"
"1406","theophylline","Phosphodiesterase inhibitor",NA
"1407","trequinsin","Phosphodiesterase inhibitor","PDE5A"
"1408","zardaverine","Phosphodiesterase inhibitor","PDE4D"
"1409","AR-12","Phosphoinositide dependent kinase inhibitor","PDPK1"
"1410","darapladib","Phospholipase inhibitor","PLA2G7"
"1411","tagatose","Phosphorylase inhibitor","PYGL"
"1412","temoporfin","Photosensitizer",NA
"1413","eptifibatide","Platelet aggregation inhibitor","ITGA2B, ITGB3"
"1414","etofylline-clofibrate","Platelet aggregation inhibitor","PPARA"
"1415","DCEBIO","Potassium channel blocker","KCNN2, KCNN3, KCNN4"
"1416","ML133","Potassium channel blocker",NA
"1417","dofetilide","Potassium channel blocker","KCNH1, KCNH2, KCNJ12, KCNK2"
"1418","hexachlorophene","Potassium channel blocker","GLUD1, SDHD"
"1419","ibutilide","Potassium channel blocker","CACNA1C, CACNA2D1, CACNB1, CACNG1, KCNH2, KCNH6, KCNH7, KCNJ11, KCNK1, KCNK6"
"1420","meglitinide","Potassium channel blocker","CCR2"
"1421","mepivacaine","Potassium channel blocker","SCN10A"
"1422","nicorandil","Potassium channel blocker","KCNJ11"
"1423","oleoylethanolamide","Potassium channel blocker","CNR1, GPR119, GPR55, PPARA"
"1424","sevoflurane","Potassium channel blocker","ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1"
"1425","sodium-tanshinone-ii-a-sulfonate","Potassium channel blocker",NA
"1426","bendroflumethiazide","Potassium; Sodium or Chloride (co-)transporter inhibitor","CA1, CA2, CA4, KCNMA1, SLC12A1, SLC12A3"
"1427","bumetanide","Potassium; Sodium or Chloride (co-)transporter inhibitor","CFTR, GPR35, SLC12A1, SLC12A2, SLC12A4, SLC12A5"
"1428","clopamide","Potassium; Sodium or Chloride (co-)transporter inhibitor",NA
"1429","digitoxin","Potassium; Sodium or Chloride (co-)transporter inhibitor","ATP1A1"
"1430","digoxin","Potassium; Sodium or Chloride (co-)transporter inhibitor","ATP1A1"
"1431","lanatoside-c","Potassium; Sodium or Chloride (co-)transporter inhibitor",NA
"1432","omeprazole","Potassium; Sodium or Chloride (co-)transporter inhibitor","ATP4A, CLCN2"
"1433","phlorizin","Potassium; Sodium or Chloride (co-)transporter inhibitor","SLC5A1, SLC5A11, SLC5A2, SLC5A3"
"1434","quinethazone","Potassium; Sodium or Chloride (co-)transporter inhibitor","CA1, CA2, SLC12A1, SLC12A2, SLC12A3"
"1435","tofogliflozin","Potassium; Sodium or Chloride (co-)transporter inhibitor","GCK"
"1436","torasemide","Potassium; Sodium or Chloride (co-)transporter inhibitor","SLC12A1"
"1437","cyproterone-acetate","Progesterone receptor agonist/modulator","ADORA1, AR"
"1438","danazol","Progesterone receptor agonist/modulator","AR, CCL2, ESR1, GNRHR, GNRHR2, PGR"
"1439","dienogest","Progesterone receptor agonist/modulator","PGR"
"1440","drospirenone","Progesterone receptor agonist/modulator","AR, NR3C2, PGR"
"1441","levonorgestrel","Progesterone receptor agonist/modulator","AR, ESR1, PGR, SRD5A1"
"1442","melengestrol-acetate","Progesterone receptor agonist/modulator",NA
"1443","nomegestrol-acetate","Progesterone receptor agonist/modulator","PGR"
"1444","norethindrone","Progesterone receptor agonist/modulator","PGR"
"1445","norethindrone-acetate","Progesterone receptor agonist/modulator",NA
"1446","noretynodrel","Progesterone receptor agonist/modulator","PGR"
"1447","norgestrel","Progesterone receptor agonist/modulator","PGR"
"1448","tanaproget","Progesterone receptor agonist/modulator","PGR"
"1449","ulipristal","Progesterone receptor agonist/modulator","PGR"
"1450","gestrinone","Progesterone receptor antagonist","AR, ESR1, PGR"
"1451","levonorgestrel","Progesterone receptor antagonist","AR, ESR1, PGR, SRD5A1"
"1452","mifepristone","Progesterone receptor antagonist","AR, NR1I2, NR3C1, PGR"
"1453","ulipristal","Progesterone receptor antagonist","PGR"
"1454","deoxycorticosterone-acetate","Progestogen hormone","NR3C2"
"1455","noretynodrel","Progestogen hormone","PGR"
"1456","dihydroergocristine","Prolactin inhibitor","ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR2A, HTR3A, HTR4, HTR5A, HTR6, HTR7"
"1457","fenoprofen","Prostaglandin inhibitor","PTGS1, PTGS2, SLC5A8"
"1458","latanoprost","Prostanoid FP receptor agonist","PTGFR"
"1459","latanoprost","Prostanoid receptor agonist","PTGFR"
"1460","L-798,106","Prostanoid receptor antagonist","PTGER3"
"1461","benzydamine","Prostanoid receptor antagonist",NA
"1462","indoprofen","Prostanoid receptor antagonist","CXCR1, CXCR2, PTGS1, PTGS2"
"1463","phenylbutazone","Prostanoid receptor antagonist","PTGIS, PTGS1, PTGS2"
"1464","ramatroban","Prostanoid receptor antagonist","PTGDR2, TBXA2R"
"1465","MG-132","Proteasome inhibitor","PSMB1"
"1466","ONX-0914","Proteasome inhibitor",NA
"1467","bortezomib","Proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA"
"1468","carfilzomib","Proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9"
"1469","delanzomib","Proteasome inhibitor","CMA1, CTSG, CYP3A4, ELANE"
"1470","ixazomib","Proteasome inhibitor",NA
"1471","ixazomib-citrate","Proteasome inhibitor",NA
"1472","oprozomib","Proteasome inhibitor",NA
"1473","GSK2830371","Protein phosphatase inhibitor","PPM1D"
"1474","4E1RCat","Protein synthesis inhibitor","EIF4E, EIF4G1"
"1475","anguidine","Protein synthesis inhibitor","SLC5A1"
"1476","azomycin-(2-nitroimidazole)","Protein synthesis inhibitor",NA
"1477","brefeldin-a","Protein synthesis inhibitor","ARF1, CYTH2"
"1478","bruceantin","Protein synthesis inhibitor",NA
"1479","chloramphenicol-palmitate","Protein synthesis inhibitor",NA
"1480","clindamycin-phosphate","Protein synthesis inhibitor",NA
"1481","clofoctol","Protein synthesis inhibitor",NA
"1482","cycloheximide","Protein synthesis inhibitor","RPL3"
"1483","emetine","Protein synthesis inhibitor","RPS2"
"1484","florfenicol","Protein synthesis inhibitor",NA
"1485","harringtonine","Protein synthesis inhibitor",NA
"1486","homoharringtonine","Protein synthesis inhibitor","RPL3"
"1487","mercaptopurine","Protein synthesis inhibitor","HPRT1, IMPDH1, IMPDH2, PPAT"
"1488","methacycline","Protein synthesis inhibitor",NA
"1489","puromycin","Protein synthesis inhibitor","NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1"
"1490","tedizolid-phosphate","Protein synthesis inhibitor",NA
"1491","thiostrepton","Protein synthesis inhibitor","FOXM1"
"1492","defactinib","Protein tyrosine kinase 2 beta inhibitor","PTK2"
"1493","4-methylgenistein","Protein tyrosine kinase inhibitor","CYP19A1, ESRRA, ESRRB, ESRRG, FASN"
"1494","AV-412","Protein tyrosine kinase inhibitor","EGFR, ERBB2"
"1495","BMS-599626","Protein tyrosine kinase inhibitor","EGFR, ERBB2, ERBB4"
"1496","CP-724714","Protein tyrosine kinase inhibitor","ERBB2"
"1497","NVP-TAE226","Protein tyrosine kinase inhibitor","PTK2"
"1498","PP-121","Protein tyrosine kinase inhibitor","ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC"
"1499","mubritinib","Protein tyrosine kinase inhibitor","EGFR, ERBB2"
"1500","rheochrysidin","Protein tyrosine kinase inhibitor","PTPN1"
"1501","tyrphostin-A9","Protein tyrosine kinase inhibitor",NA
"1502","bortezomib","Proteosome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA"
"1503","carfilzomib","Proteosome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9"
"1504","ixazomib-citrate","Proteosome inhibitor",NA
"1505","oprozomib","Proteosome inhibitor",NA
"1506","mefexamide","Psychoactive drug",NA
"1507","colfosceril-palmitate","Pulmonary surfactant",NA
"1508","mercaptopurine","Purine antagonist","HPRT1, IMPDH1, IMPDH2, PPAT"
"1509","thioguanine","Purine antagonist","IMPDH1, IMPDH2"
"1510","tioguanine","Purine antagonist",NA
"1511","forodesine","Purinergic receptor antagonist","PNP"
"1512","AZ-628","RAF kinase inhibitor","BRAF, RAF1"
"1513","CEP-32496","RAF kinase inhibitor","BRAF, RAF1"
"1514","GDC-0879","RAF kinase inhibitor","BRAF"
"1515","LGX818","RAF kinase inhibitor","BRAF"
"1516","PLX-4720","RAF kinase inhibitor","BRAF, KDR"
"1517","RAF265","RAF kinase inhibitor","BRAF"
"1518","SB-590885","RAF kinase inhibitor","BRAF"
"1519","TAK-632","RAF kinase inhibitor","BRAF"
"1520","dabrafenib","RAF kinase inhibitor","BRAF, LIMK1, NEK11, RAF1, SIK1"
"1521","regorafenib","RAF kinase inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1522","sorafenib","RAF kinase inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET"
"1523","vemurafenib","RAF kinase inhibitor","BRAF, RAF1"
"1524","CEP-32496","RET tyrosine kinase inhibitor","BRAF, RAF1"
"1525","apatinib","RET tyrosine kinase inhibitor","CSK, KDR, KIT, RET"
"1526","cabozantinib","RET tyrosine kinase inhibitor","KDR, MET"
"1527","lestaurtinib","RET tyrosine kinase inhibitor","FLT3, NTRK1"
"1528","motesanib","RET tyrosine kinase inhibitor","FLT1, FLT4, KDR, KIT"
"1529","quizartinib","RET tyrosine kinase inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET"
"1530","regorafenib","RET tyrosine kinase inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1531","sorafenib","RET tyrosine kinase inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET"
"1532","sunitinib","RET tyrosine kinase inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET"
"1533","vandetanib","RET tyrosine kinase inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA"
"1534","5-fluorouracil","RNA inhibitor","DPYD, TYMS"
"1535","azacitidine","RNA inhibitor","DNMT1, DNMT3A"
"1536","capecitabine","RNA inhibitor","TYMS"
"1537","carmustine","RNA inhibitor","GSR"
"1538","cytarabine","RNA inhibitor","POLA1, POLB, POLD1, POLE"
"1539","doxifluridine","RNA inhibitor","TYMS"
"1540","ftorafur","RNA inhibitor","TYMS"
"1541","ribavirin","RNA inhibitor","ADK, ENPP1, IMPDH1, IMPDH2, NT5C2"
"1542","CX-5461","RNA polymerase inhibitor",NA
"1543","balapiravir","RNA polymerase inhibitor",NA
"1544","favipiravir","RNA polymerase inhibitor",NA
"1545","mericitabine","RNA polymerase inhibitor",NA
"1546","ribavirin","RNA polymerase inhibitor","ADK, ENPP1, IMPDH1, IMPDH2, NT5C2"
"1547","rifampin","RNA polymerase inhibitor","NR1I2, SLCO1A2, SLCO1B1, SLCO1B3"
"1548","triptolide","RNA polymerase inhibitor","RELA"
"1549","aphidicolin","RNA synthesis inhibitor",NA
"1550","cyclocytidine","RNA synthesis inhibitor",NA
"1551","daunorubicin","RNA synthesis inhibitor","TOP2A, TOP2B"
"1552","GSK429286A","ROCK inhibitor","ROCK1"
"1553","KD025","ROCK inhibitor","ROCK2"
"1554","RKI-1447","ROCK inhibitor","CDC42BPA, DMPK, LIMK1, MYLK, PAK1, PKN1, ROCK1, ROCK2"
"1555","Y-27632","ROCK inhibitor","PKIA, PKN2, PRKACA, PRKCE, ROCK1, ROCK2"
"1556","Y-39983","ROCK inhibitor","ROCK1, ROCK2"
"1557","TMC-353121","RSV fusion inhibitor",NA
"1558","temoporfin","Radical formation stimulant",NA
"1559","iodipamide","Radiopaque medium","ALB"
"1560","NSC-23766","Ras GTPase inhibitor",NA
"1561","alvespimycin","Reactive oxygen species","HSP90AA1"
"1562","VTP-27999","Renin inhibitor","REN"
"1563","AM-580","Retinoic acid receptor agonist","RARA"
"1564","CD-437","Retinoic acid receptor agonist","RARG"
"1565","LE-135","Retinoic acid receptor agonist","RARB"
"1566","adapalene","Retinoic acid receptor agonist","RARA, RARB, RARG, RXRA, RXRB, RXRG"
"1567","adarotene","Retinoic acid receptor agonist","RARB, RARG"
"1568","bexarotene","Retinoic acid receptor agonist","RXRA, RXRB, RXRG"
"1569","fenretinide","Retinoic acid receptor agonist","RARA"
"1570","tamibarotene","Retinoic acid receptor agonist","RARA, RARB"
"1571","dapivirine","Reverse transcriptase inhibitor","CYP3A4, CYP3A5"
"1572","LY2334737","Ribonucleotide reductase inhibitor",NA
"1573","cladribine","Ribonucleotide reductase inhibitor","ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B"
"1574","clofarabine","Ribonucleotide reductase inhibitor","POLA1, POLD1, POLE, RRM1, RRM2, RRM2B"
"1575","cytarabine","Ribonucleotide reductase inhibitor","POLA1, POLB, POLD1, POLE"
"1576","fludarabine","Ribonucleotide reductase inhibitor","ADA, RRM1, RRM2"
"1577","fludarabine-phosphate","Ribonucleotide reductase inhibitor","DCK, POLA1, POLD1, POLE, RRM1, RRM2, RRM2B"
"1578","gemcitabine","Ribonucleotide reductase inhibitor","CMPK1, RRM1, RRM2, TYMS"
"1579","hydroxyurea","Ribonucleotide reductase inhibitor","RRM1, RRM2, RRM2B"
"1580","pentostatin","Ribonucleotide reductase inhibitor","ADA"
"1581","triapine","Ribonucleotide reductase inhibitor","RRM1, RRM2"
"1582","BI-D1870","Ribosomal protein inhibitor","RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6"
"1583","azalomycin-b","Ribosome inhibitor",NA
"1584","azithromycin","Ribosome inhibitor","MLNR"
"1585","bekanamycin","Ribosome inhibitor",NA
"1586","chloramphenicol-palmitate","Ribosome inhibitor",NA
"1587","clindamycin-phosphate","Ribosome inhibitor",NA
"1588","cycloheximide","Ribosome inhibitor","RPL3"
"1589","dirithromycin","Ribosome inhibitor",NA
"1590","doxycycline","Ribosome inhibitor","MMP8"
"1591","josamycin","Ribosome inhibitor",NA
"1592","minocycline","Ribosome inhibitor","ALOX5, CASP1, CASP3, CYCS, IL1B, MMP9, VEGFA"
"1593","radezolid","Ribosome inhibitor",NA
"1594","tedizolid","Ribosome inhibitor",NA
"1595","tedizolid-phosphate","Ribosome inhibitor",NA
"1596","tilmicosin","Ribosome inhibitor",NA
"1597","valnemulin","Ribosome inhibitor",NA
"1598","ENMD-2076","SCGF receptor inhibitor","AURKA, FLT3, KDR, PDGFRA, PTK2, SRC"
"1599","OSI-930","SCGF receptor inhibitor","KDR, KIT"
"1600","cediranib","SCGF receptor inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
"1601","dasatinib","SCGF receptor inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
"1602","dovitinib","SCGF receptor inhibitor","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB"
"1603","foretinib","SCGF receptor inhibitor","FLT1, FLT4, KDR, MET"
"1604","masitinib","SCGF receptor inhibitor","FGFR3, KIT, PDGFRA, PDGFRB"
"1605","midostaurin","SCGF receptor inhibitor","FLT3, PRKCG"
"1606","motesanib","SCGF receptor inhibitor","FLT1, FLT4, KDR, KIT"
"1607","quizartinib","SCGF receptor inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET"
"1608","regorafenib","SCGF receptor inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1609","semaxanib","SCGF receptor inhibitor","FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET"
"1610","tandutinib","SCGF receptor inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB"
"1611","telatinib","SCGF receptor inhibitor","KDR"
"1612","vatalanib","SCGF receptor inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB"
"1613","AS-1949490","SHIP2 phosphatase inhibitor","INPP5D"
"1614","SRT1720","SIRT activator","SIRT1"
"1615","tenovin-6","SIRT inhibitor","SIRT1, SIRT2, SIRT3"
"1616","1-naphthyl-PP1","SRC tyrosine kinase inhibitor","SRC"
"1617","KX2-391","SRC tyrosine kinase inhibitor","SRC"
"1618","MNS-(3,4-Methylenedioxy-nitrostyrene)","SRC tyrosine kinase inhibitor","SRC, SYK"
"1619","PP-1","SRC tyrosine kinase inhibitor","HCK, RET"
"1620","PP-2","SRC tyrosine kinase inhibitor","ABL1, LCK, LYN, RIPK2, SRC"
"1621","TG-100572","SRC tyrosine kinase inhibitor","KDR, SRC"
"1622","ZM-306416","SRC tyrosine kinase inhibitor","EGFR, FLT1, FLT4, KDR"
"1623","bosutinib","SRC tyrosine kinase inhibitor","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK"
"1624","dasatinib","SRC tyrosine kinase inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
"1625","masitinib","SRC tyrosine kinase inhibitor","FGFR3, KIT, PDGFRA, PDGFRB"
"1626","saracatinib","SRC tyrosine kinase inhibitor","ABL1, LCK, SRC, YES1"
"1627","vandetanib","SRC tyrosine kinase inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA"
"1628","WP1066","STAT inhibitor","STAT3"
"1629","atiprimod","STAT inhibitor","JAK2, STAT3"
"1630","napabucasin","STAT inhibitor","STAT3"
"1631","niclosamide","STAT inhibitor","STAT3"
"1632","ER-27319","SYK kinase inhibitor","SYK"
"1633","GS-9973","SYK kinase inhibitor","SYK"
"1634","R406","SYK kinase inhibitor","RET, SYK"
"1635","PF-03758309","Serine/threonine-protein kinase PAK 4 inhibitor","PAK4"
"1636","1-phenylbiguanide","Serotonin receptor agonist","HTR3A, HTR3B"
"1637","NAN-190","Serotonin receptor agonist","ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1F"
"1638","RS-67506","Serotonin receptor agonist","HTR4"
"1639","SR-57227A","Serotonin receptor agonist","HTR3A"
"1640","aripiprazole","Serotonin receptor agonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7"
"1641","clebopride","Serotonin receptor agonist","ACHE, DRD2"
"1642","ipsapirone","Serotonin receptor agonist","HTR1A"
"1643","pardoprunox","Serotonin receptor agonist","DRD2, DRD3, DRD4, HTR1A, HTR7"
"1644","zolmitriptan","Serotonin receptor agonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F"
"1645","4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine","Serotonin receptor antagonist","HTR2A"
"1646","RS-16566","Serotonin receptor antagonist",NA
"1647","SB-200646","Serotonin receptor antagonist","HTR2B, HTR2C"
"1648","SB-216641","Serotonin receptor antagonist","HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C"
"1649","SB-228357","Serotonin receptor antagonist","HTR2A, HTR2B, HTR2C"
"1650","amisulpride","Serotonin receptor antagonist","DRD2, DRD3, HTR2A, HTR7"
"1651","aripiprazole","Serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7"
"1652","lerisetron","Serotonin receptor antagonist","HTR3A"
"1653","lurasidone","Serotonin receptor antagonist","ADRA2A, ADRA2C, DRD2, HTR1A, HTR2A, HTR7"
"1654","paliperidone","Serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CYP2D6, CYP3A4, CYP3A5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1D, HTR2A, HTR2C"
"1655","pirenperone","Serotonin receptor antagonist","HTR2A, HTR7"
"1656","sertindole","Serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2"
"1657","tropisetron","Serotonin receptor antagonist","GLRA1, GLRA2, GLRB, HTR3A, HTR4"
"1658","ziprasidone","Serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A4"
"1659","GSK650394","Serum/glucocorticoid regulated kinase inhibitor","SGK1, SGK2"
"1660","DPI-201106","Sodium channel activator","ADRB2"
"1661","A-803467","Sodium channel blocker","SCN10A"
"1662","ajmaline","Sodium channel blocker","SCN5A"
"1663","benzethonium","Sodium channel blocker","SCN10A"
"1664","benzocaine","Sodium channel blocker","SCN10A"
"1665","brivaracetam","Sodium channel blocker","SV2A"
"1666","butamben","Sodium channel blocker",NA
